urla,urlb,story from url a,story from url b,risk from url a,risk from url b,similarity for story,similarity for risk,sentiment for each risk and story
https://www.kickstarter.com/projects/921574158/500mics-distribution?ref=discovery_category_newest,https://www.kickstarter.com/projects/921574158/500mics-packaging-and-duplication?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1117100067/spores-a-horror-short-film?ref=discovery_category_newest,https://www.kickstarter.com/projects/1117100067/one-freaking-dollar-the-movie?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/delwin/enceladuss-first-album-original-electronic-music?ref=discovery_category_newest,https://www.kickstarter.com/projects/delwin/capyacs-full-length-album-headlunge?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1486860504/single-mums-around-the-world?ref=discovery_category_newest,https://www.kickstarter.com/projects/1486860504/brussels-smiles?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/luckycharmsss/the-mystery-machine?ref=discovery_category_newest,https://www.kickstarter.com/projects/luckycharmsss/the-dumbest-thing-in-your-mailbox-part-9?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/655348447/city-coordinate-posters?ref=discovery_category_newest,https://www.kickstarter.com/projects/655348447/20-oldschool-and-vintage-poster-prints?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/43425144/closed-system-space-propulsion-experiment?ref=discovery_category_newest,https://www.kickstarter.com/projects/43425144/spirituality-from-absolute-zero?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/2130842041/need-coffee-roaster-and-digital-scale?ref=discovery_category_newest,https://www.kickstarter.com/projects/2130842041/coffee-snobs-wanted?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1968016606/eat-the-moose-mooseburger-moosepatty-whaaa?ref=discovery_category_newest,https://www.kickstarter.com/projects/1968016606/through-her-eyes-a-book-of-a-young-girls-journey?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/jo1/my-pig-penyata?ref=discovery_category_newest,https://www.kickstarter.com/projects/jo1/the-ellen-degeneres-christmas-card?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/danielfes/change-0?ref=discovery_category_newest,https://www.kickstarter.com/projects/danielfes/change-20?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/hasenfang/hasenfang-winter-walk-with-me?ref=discovery_category_newest,https://www.kickstarter.com/projects/hasenfang/winter-walk-with-me-hasenfang-album?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/2121918438/coins-of-mcguffin-help-us-make-episode-3?ref=discovery_category_newest,https://www.kickstarter.com/projects/2121918438/the-coins-of-mcguffin-trading-card-game-extension?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/projecttrinity/the-perjurer-ova?ref=discovery_category_newest,https://www.kickstarter.com/projects/projecttrinity/mesto-accelerando-disc-i?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/896623642/mystery-postcards?ref=discovery_category_newest,https://www.kickstarter.com/projects/896623642/mystery-postcards-a-mystery-waiting-to-be-solved?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/spanglishventures/simply-paper-air-planes-limited-edition-n-stuff?ref=discovery_category_newest,https://www.kickstarter.com/projects/spanglishventures/simply-paper-air-planes-limited-edition-and-stuff?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1374067024/north-louisiana-musicians-association-compilation?ref=discovery_category_newest,https://www.kickstarter.com/projects/1374067024/brad-dison-louisiana-blues-rock-album-bump-in-the?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/592008519/andrew-blus-first-full-length-album?ref=discovery_category_newest,https://www.kickstarter.com/projects/592008519/when-the-world-stops-spinning?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/flaviobassi/aeromouse-the-click-free-controller?ref=discovery_category_newest,https://www.kickstarter.com/projects/flaviobassi/aeromouse-v2-1st-non-clicking-mouse?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/154975183/adrastus-a-modern-love-letter-to-70s-robots-book-3?ref=discovery_category_newest,https://www.kickstarter.com/projects/154975183/the-ultimate-adrastus-collection?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/41745552/gourmet-caviar-truffles?ref=discovery_category_newest,https://www.kickstarter.com/projects/41745552/the-epic-bonfire-smore-project?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/830421366/reverse-zombies?ref=discovery_category_newest,https://www.kickstarter.com/projects/830421366/christlike-attributes-mobile-app?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/283951412/amazing-mazes-break-kickstarter?ref=discovery_category_newest,https://www.kickstarter.com/projects/283951412/spy-vs-spy-vs-spy-vs-double-agent?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1744874783/bring-life-to-morelia?ref=discovery_category_newest,https://www.kickstarter.com/projects/1744874783/from-cartoon-to-reality?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1985426023/paradise-university-season-4?ref=discovery_category_newest,https://www.kickstarter.com/projects/1985426023/paradise-university-season-5?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1704040157/handmade-eco-candles?ref=discovery_category_newest,https://www.kickstarter.com/projects/1704040157/house-of-waxy-wicks?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1784334872/4-dimensional-operating-system?ref=discovery_category_newest,https://www.kickstarter.com/projects/1784334872/unified-field-theory-discovered?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/toruslinkvolume1/torus-link?ref=discovery_category_newest,https://www.kickstarter.com/projects/toruslinkvolume1/torus-link-linking-up?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/dinodan/triassic-park?ref=discovery_category_newest,https://www.kickstarter.com/projects/dinodan/hide-and-seek?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1585021231/a-truely-awesome-wordsearch-the-hardest-in-the-wor?ref=discovery_category_newest,https://www.kickstarter.com/projects/1585021231/project-1-your-portrait-painted-in-a-simple-and-na?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/2134752613/beautiful-birdhouses?ref=discovery_category_newest,https://www.kickstarter.com/projects/2134752613/hand-made-pens-and-pencils?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/daddywronglegs/to-be-colored-a-coloring-book?ref=discovery_category_newest,https://www.kickstarter.com/projects/daddywronglegs/cardis-against-humanity?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/bilal-rayes/logo-design-0?ref=discovery_category_newest,https://www.kickstarter.com/projects/bilal-rayes/lets-make-more-awesome-logos-0?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/971488908/the-big-cartoon-project-0?ref=discovery_category_newest,https://www.kickstarter.com/projects/971488908/the-cartoon-project?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/kaiserstudio/30-day-pitch-bible?ref=discovery_category_newest,https://www.kickstarter.com/projects/kaiserstudio/the-creativity-project-manager-and-accountability?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/haynes/social-network-for-sharing-and-discovering-website?ref=discovery_category_newest,https://www.kickstarter.com/projects/haynes/logo-switch-its-time-to-rethink-your-logo-brand?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/2098449300/kakos-industries-season-2-do-evil-better?ref=discovery_category_newest,https://www.kickstarter.com/projects/2098449300/kakos-industries-podcast-needs-your-support?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/1795073117/preserving-traditions?ref=discovery_category_newest,https://www.kickstarter.com/projects/1795073117/brookies-crabby-appies?ref=discovery_category_newest,,,,,,,
https://www.kickstarter.com/projects/nanorainrepellent/nano-rain-repellent-for-windscreens-cars-trucks-boats?ref=discovery_category_newest,https://www.kickstarter.com/projects/nanorainrepellent/make-100-nano-rain-repellent-for-all-windscreens-make-100?ref=discovery_category_newest,,,,,,,
