urla,urlA,story_urlA,risk_urlA,urlb,urlB,story_urlB,risk_urlB
https://www.kickstarter.com/projects/1567131704/silkscreen-t-shirt-from-photographs?ref=discovery_category_newest,1567131704/silkscreen-t-shirt-from-photographs,"hello,my name is Arne, and since last year i started to silkscreen and studying photography. so why not combine them. with this fund i am going to try to start my own silkscreen business after a couple of years.","when i have enough money to buy my basic products, like screens, ink and t shirts i don't see any problems.",https://www.kickstarter.com/projects/1567131704/t-shirts-from-photographs?ref=discovery_category_newest,1567131704/t-shirts-from-photographs,"hi,I'm a student photographer with a love for silkscreen.And after a long journey to know what i wanted te do with my life.I'm share this is it. so i'm hoping that i could do this with your help.","when i have enough money to buy my basic products, like screens, ink and t shirts i don't see any problems."
https://www.kickstarter.com/projects/mikaylamartin/mikaylas-debut-album?ref=discovery_category_newest,mikaylamartin/mikaylas-debut-album,"I am a 19 year old struggling artist, hoping to raise enough money to kickstart my dream of being a musician. I've written music my entire life, and I've always wanted to share my music and provide a little solace and comfort to anyone who can relate to my lyrics. Everyone has a dream, and it kills me to see people who don't have the means to dedicate themselves to their craft, and give back to society by doing what they love and sharing it with the world. Please help me accomplish my dreams, and I hope to someday help others accomplish theirs.- Sincerely Mikayla",I plan to dedicate 100% of my energy and effort to making my music.,https://www.kickstarter.com/projects/mikaylamartin/ep-funding-attempt-2?ref=discovery_category_newest,mikaylamartin/ep-funding-attempt-2,I have been writing music since I was a child. I have enough songs to make an EP and I would really appreciate your help in accomplishing my goals. I hope to help all of my friends and family in their endeavors in accomplishing their dreams and goals as well. Thank you for your donation :),I will work hard to overcome any challenges that may face me while recording this record.
https://www.kickstarter.com/projects/596736411/finding-christmas-magic-a-photography-travel-blog?ref=discovery_category_newest,596736411/finding-christmas-magic-a-photography-travel-blog,"I will be photographing subjects, buildings, gestures, and moments that capture the Christmas spirit as the beginning project for a unique travel blog. The finding Christmas Magic project will be used to launch a paid website and continue the travel blog portion over the next year. We plan to create a blog where you will be able to find and submit stories, ideas, crafts and videos that capture the essence of Christmas. This will also serve as a travel blog where you will vote on what destination to send us to! Of course this will be dependent on just how much money we raise but I can tell you Iceland is a photographers dream in the winter and I have never been. That being said, we live in the beautiful state of Oregon which also has some incredible places that shine with Christmas Spirit this time of year. The small resort town of Sun River is a short drive from us and will serve as our first destination review. I would love the opportunity to capture the Christmas Spirit near and far. We live in another small town in Oregon where people still greet one another on the street and we all know our neighbors. Just for fun we will Photoshop some of you into our travel pics! (but only if we have prior permission and a request to do so!). We want this site to be interactive. It is our hope that we will create more than just another travel blog, but a place where lifelong friendships can be born and nurtured (for those of us who will always be kids at heart and for those who will never forget the true meaning of Christmas). Come join our family and celebrate the magic of Christmas. Please check our website often as it is a work in progress in its beginning stages!I will also be attaching a rough budget so you can see how the money will be spent. Basically we will break it down into travel/transportation to photo shoot locations and destinations, any additional camera equipment that may be needed (we have most of what we need), craft supplies, cooking ingredients for the recipes we will be demonstrating and other supplies needed for demonstration videos, printing costs for prints, etc. I think it is important for those who are considering making pledges to have a clear idea of where that money is going and what an important part it will play in this project. If there are left over funds we would like to pay it forward with small acts of kindness as well as a trip to New York to capture New Years Eve in Time Square! Like the others, these photos will be shared on our website and discussed in our blog. We cannot do this without your support and appreciate everyone who backs us in any way that they can. Purchasing prints from our website is another great way to lend your support. These will be available for purchase beginning the first week of December. It has been our dream to go to New York City for New Years Eve. If our budget is exceeded, after paying it forward, we will take you along by photographing / video-graphing and blogging about this trip! We hope to see you in Times Square on January 1, 2015! Lets make this the best Christmas ever and bring back that Christmas magic and then celebrate the New Year. If we find there is enough support we will offer our story to the local news and who knows where it will go from there! Lets make it viral! Perhaps together we can make spreading Christmas Magic a world wide project. So, lets get started in our search of Christmas Magic...","The biggest risk of completing our project is failure to secure enough funding. I am starting with a budget that is lower than I would like to secure to make this project all that it can be, but have insured that it is enough to keep us going through January 1, 2015. A lack of funding will have disadvantages and will limit the travel portion of our project and related site visits. However, if we meet our initial goal it will be an amazing experience that is sure to spread Christmas Magic and urge others to do the same with small acts of kindness and little challenges that our blog will share. I have freed up my calendar and I am committed to give this project my full attention.",https://www.kickstarter.com/projects/596736411/handcrafted-christmas-ornaments-making-christmas-m?ref=discovery_category_newest,596736411/handcrafted-christmas-ornaments-making-christmas-m,"This project was born out of a love for the way the holidays bring out the best in the human spirit. How it reminds us of our own humanity and the importance of family and friends. It is our goal to bring back some of that old fashion Christmas Magic. Handmade gifts are the perfect way to let someone know that they hold a special place in your heart, your mind, your business or your life in general.We even make ornaments for the 12 days of Christmas! These offer another fun way to keep reminding a loved one that you are thinking about them daily around this time of year...a reminder that will live on as they hang the ornaments on their tree each year. Have them shipped one at a time directly to your love one, or have the entire set sent to you and gift them daily in person.Our ornaments are handmade and serve as an elegant gift. It is our hope that this project will reach far beyond selling ornaments but will grow big enough to allow us to follow our dream of opening a store front and an online store. We will offer nostalgic handcrafted gifts and network with other craftsmen by offering them the opportunity to sell in our store as well.We have set our funding goal extremely low but hope that others will see the value and help us in our efforts to spread some Christmas Magic, and put us in a position to help others along the way. We hope to make this a successful pay it forward story and make a difference in the lives of children. In my community there are too many homeless teens, children and even families. It would be awesome to be able to spend Christmas Eve passing out very meaningful gifts of warm coats, sleeping bags, etc. For us a successful store will mean the opportunity to pay it forward in a small rural community that has a high rate of homeless teens.Our store will feature the type of gifts that tend to tug at the heartstrings and bring those warm fuzzy feelings or tears of joy to the eyes of the recipients.The money will be utilized for crafting supplies and tools, lease of a store (we hope to pay one year upfront if funding allows it), utilities at the store, bookkeeping fees and advertisement. Costs will be offset by allowing other craftsmen to sell in our store. One of the possible challenges is not securing enough funding but we have a back up plan to work out of our home until such funding is secured. Another challenge could be finding enough talented craftsmen to fill the space until we have enough stock built up, but we can deal with this by working hard to avoid this issue.Please note: These sample ornaments were made of plastic...we normally use glass so you can expect a higher quality finish that will dazzle any tree or add a focal point by hanging some from your mantle! They truly are more beautiful in person. ",The cost of seeing our project through to the end and being able to open our storefront will be the biggest challenge. Costs will be offset by allowing other craftsmen to sell in our store. One of the possible challenges is not securing enough funding but we have a back up plan to work out of our home until such funding is secured.
https://www.kickstarter.com/projects/2085594391/photographing-the-cityarchitecture-and-nightlife-o?ref=discovery_category_newest,2085594391/photographing-the-cityarchitecture-and-nightlife-o,"Hello. I'm planning a new projectto visit the wonderfully historic city of Raleigh/Durham to spend a weekendphotographing the city's architecture, the nightlife and cityscapes, and todocument the culture of the city. This will be for expanding my portfolio inthese photographic genres, and to create fine art images for postcards andprints, plus as always to experiment with new scenes, styles and showcase themto the world. I will have a second shooter join me on this experience for hisown experience, knowledge and portfolio gain as well.My goal is to come back with atminimum 200 images that really showcase the city at it's best during the dayand night, that someone would think of it being on a print, calendar, book orvia media outlets and recognize it as being of Raleigh!Added benefit: Since we'll be therewithour cameras, we plan on snapping photos of food, fashion (like thesartorialist style), and nature. These will be added into a separate album onour media outlets.Looking to shoot this in early tomid Feb 2015.Breakdown of the fundinggoal:-$800 for a round trip flight fromChicago to Raleigh/Durham in mid Feb (no frills economy class) for 2 ~400 each-$~800-1,000 for two nights stay ata mid level hotel with a view for 2 people, pricing depending on the weekendleaving.-$350 for meals, localtransportation, tour/park or building fees, additional photography equipmentfor this shoot including new sets of batteries, nighttime filters and anotherflashgun bulb.NOTES:1) If less than $1,800 at minimumis funded, we will either re-run the campaign saving these funds in a slush funto complete this project, extend the campaign dates, or both.2) Campaign cover photo is of aproject in Boulder CO that I did several years ago without crowdfunding,since I didn't want to take a copyrighted or stock photo of Raleigh/Durham.3) Rewards will be availablebetween 2-4 weeks after the shoot depending on how long image editing andreward processing takes!","Challenges and Risks: Not receiving enough funding to make the project possible! If under 1,800 is pledged, the trip will be close to impossible to produce because of travel costs and issues that could arise from cutting corners.My second shooter and I are extremely qualified photographically and business savy wise to be able to make the shoot have a positive outcome for all, successful and to share the wealth of beauty with the public.",https://www.kickstarter.com/projects/2085594391/city-photography-of-raleigh-durham-part-2-new-chan?ref=discovery_category_newest,2085594391/city-photography-of-raleigh-durham-part-2-new-chan,"Hello. I'm planning a new project to visit the wonderfully historic city of Raleigh/Durham to spend a weekend photographing the city's architecture, the nightlife and cityscapes, and to document the culture of the city. This will be for expanding my portfolio in these photographic genres, and to create fine art images for postcards and prints, plus as always to experiment with new scenes, styles and showcase them to the world. I will NOW not have a second shooter join me on this experience because of the cost to get him there.Added benefit: Since I'll be there with my cameras, I plan on snapping photos of food, fashion (like the sartorialist style), and nature. These will be added into a separate album on our media outlets.Looking to shoot this in mid Feb 2015.REWARDS- Vary from getting credit and a copy of the pictures (<$39), to postcards, to unframed prints, to a CUSTOM FRAMED 20x16 bold print ($600+)Breakdown of the funding goal:-$400 for a round trip flight from Chicago to Raleigh/Durham in mid Feb (no frills economy class) for 1This is a prereq for the trip to go ahead-$~400 for two nights stay at a mid level hotel with a view for 2 people, pricing depending on the weekend leaving.-$250 for meals, local transportation, tour/park or building fees, additional photography equipment for this shoot including new sets of batteries, nighttime filters and another flashgun bulb.NOTES:1) If less than $400 at minimum is funded, we will either re-run the campaign saving these funds in a slush fun to complete this project, extend the campaign dates, or both.2) Campaign cover photo is of a project in Boulder CO that I did several years ago without crowdfunding, since I didn't want to take a copyrighted or stock photo of Raleigh/Durham.3) Rewards will be available between 2-4 weeks after the shoot depending on how long image editing and reward processing takes!","Risks and challengesChallenges and Risks: Not receiving enough funding to make the project possible! If under 400 is pledged, the trip will be close to impossible to produce because of travel costs and issues that could arise from cutting corners.My second shooter and I are extremely qualified photographically and business savy wise to be able to make the shoot have a positive outcome for all, successful and to share the wealth of beauty with the public."
https://www.kickstarter.com/projects/278298818/recovery-alert-bracelets?ref=discovery_category_newest,278298818/recovery-alert-bracelets,"I work at an inpatient rehab facility. Too often people are in an accident, etc. and are in recovery, but the EMTs and doctors are not aware of this. If you can't speak for yourself, this bracelet will alert them NOT to give you any narcs, which will most likely send you back into addiction. There is nothing like this currently available other than ordering a custom made bracelet.I want to make them sturdy and ""neat"" enough that any age group will wear them. ","I am really hoping others see the need for these bracelets and will back my project. If I can't get funding to make them and sell them at a reasonable amount, I will try making some with shoe laces or gimp.  I am hoping to have something nice looking that people in recovery will wear.",https://www.kickstarter.com/projects/278298818/recovery-alert-handmade-bracelets?ref=discovery_category_newest,278298818/recovery-alert-handmade-bracelets,"As a volunteer EMT and working at an inpatient rehab, I have seen too many people unable to speak for themselves. Recently a man who was clean from drugs for 22 years was in an accident and given narcotics because no one knew he was in recovery. He relapsed.Detox, rehab and recovery are hard! The ones that make it through need our help. I searched and searched for something cute enough for anyone to wear, but sturdy. The only thing I found that was something most people would wear was a custom made bracelet, with prices starting at $50.00 and up.  I am having custom inserts made and the bracelets will be handmade with 100% natural hemp. I can make them in any colors, i.e. black and gold for a Steelers fan. :)We are facing an addiction crisis. Those that have made it through need our help. Please consider helping me to make these bracelets and offer them to those who want to have it known that they are in recovery and do not want narcotics if at all possible. Thank you so very much for considering to back my project. It is a much needed item. YOU can help prevent a relapse.",The challenge will be to spread their availability once completed.  I don't foresee this being a problem.  I don't see any risks.  There is a huge need for something affordable like this.  Thank you.
https://www.kickstarter.com/projects/laineapine/handmade-sustainable-gifts-and-crafts-from-london?ref=discovery_category_newest,laineapine/handmade-sustainable-gifts-and-crafts-from-london,"I have always felt like something is wrong when seeing another person wearing the same accessory as me. Or reading how and where my purchased product was made.Not long after these discoveries I found myself in love with handmade, unique products. One of the first things about having the new hobby was the noticeable raise of the product prices.Soon I learned how to make most of the things I loved on my own. Crochet coffee cup warmers for those cold mornings, brooches like no one else has, colourful crocheted bow ties, facial cloths, soaps, candles, blankets and other practical, as well as decorative and enjoyable items.I think people should be given the option to shop handmade products that help to express their personality and care about the environment by creators who understand the interests and don't overprice them.I would need a little start-up capital for the material costs and setting up a website to make my creations accessible, as well as work towards reaching the target audience.The money gathered would be a great help for me to pursue the projects I have been wanting to take on and make them accessible to people who are seeking for lower priced handmade unique accessories and gifts.","I am working as a one-man-band for now, so I do not expect any hold-backs. If any would come my way, such as long hours at workplace, I think I'd need a big cup of coffee, because enthusiasm and the hard work is never going to leave this idea :)",https://www.kickstarter.com/projects/laineapine/veggie-stash-monthy-vegan-boxes?ref=discovery_category_newest,laineapine/veggie-stash-monthy-vegan-boxes,"My name is Kristine, I am 23 years old and I live in London. and I am new in the vegan world and I love to explore!While looking for products and product substitutes I have been sometimes struggling to find good quality and reasonably priced snacks, vegan cosmetics and other products used in daily life in the big chain supermarkets. At times I need to source them from various small shops and I have found that it does take time and effort to compile a whole vegan snack pantry.I think going vegan (or even vegetarian, part vegan or simply being ethically concious) is a great lifestyle it should be encouraged to educate people about the great alternatives and substitutes that exist. It is more than possible to have a happy belly & healthy skin - all vegan!My project is monthly vegan boxes delivered to your door. I would like to show people how many good quality and nice tasting possibilities exist. There is no need to compromise on anything in your daily life when you chose to be vegan - the options are broad and the alternatives are surprisingly tasty and lovely!As I am making my own soap and bath essentials, I would be regularly adding them to the boxes, as they are all natural and vegan.The rest of the products will be carefully sourced to offer both a wide variety, great finds and high quality.Each box is planned to consist of 4 - 8 goodies including snacks, food & drink, skincare and other nice goodies, all 100% vegan.With this project I am aiming to concentrate on building good relationships with many suppliers to get the best possible quality and variety products for a better price. The boxes would aim to have more value in them that the actual price reflects.As a starting point, I am thinking to charge £19.99 for box and a flat shipping fee of £2.90, totaling in £22.89. Plus there would be  better deals for the regular subscribers.The money gathered will be used to mainly marketing purposes, establishing a social media presence and to gather the essential packing & shipping materials. Please ask me anything I may not have answered in the description!","There would need to be strong relationships built with direct suppliers of the products and this might come with time and volume of the orders.  At the start the product sourcing might be more manual, but that is a great challenge!"
https://www.kickstarter.com/projects/211859207/the-perseverance-of-color-the-intervention-of-the?ref=discovery_category_newest,211859207/the-perseverance-of-color-the-intervention-of-the,"   PROYECTO TSUTsu, a painter who works with color, wants the line and graphics to develop a type of work that draws attention to the viewer. In this way it aims to make the small thing big and get into the world of art galleries in the world. All the benefits of this project will be used to that end, to enhance Tsu's work in terms of formats, colors and pictorial motifs, in short, as artistic growth.                                          Proceeds will be used to continue to purchase materials to continue painting. Each sponsor can choose, according to reward, the motif and color of his work Tsu. Even customize the work with people or pets close to the client.                                                     In short Tsu wants to teach the world how to work and express with color and light, a select reason.    OWL. COLLECTION 20SPANISH  Tsu, artista pictórico que trabaja el color, quiero que la línea y el grafismodesarrollen un tipo de obra que llame la atención al espectador.De esta forma pretende hacer de lo pequeño algo grande e introducirse en el mundo de las Galerías de Arte en el mundo.             Todos los beneficios de este proyecto van a ser empleados a ese fin, engrandecer la obra de Tsu en cuanto a formatos, colores y motivos pictóricos, en definitiva, como crecimiento artístico. Los ingresos serán empleados en seguir comprando materiales para seguir pintando.            Cada patrocinador podrá elegir, según recompensa, el motivo y el color de su obra Tsu. Incluso personalizar la obra con personas o mascotas cercanas al cliente.            En definitiva Tsu quiere enseñar al mundo su forma de trabajar y expresar con color y luz, un motivo selecto.WORKING IN STUDY","As an artist I am prepared with a great work base already realized, as you can observe. This implies a full confidence in the development of the project in terms of delivery and pictorial results.      All this, and following the process of creation, Tsu will continue to perform work regarding the expectations of each sponsor, being, depending on the reward, very personal and unpublished reasons.Como artista estoy preparado con una gran base de obra ya realizada, como podéis observar. Ello conlleva una confianza plena en el desarrollo del proyecto en cuanto a entrega y resultado pictórico.      Todo ello, y siguiendo con el proceso de creación, Tsu seguirá realizando obra con respecto a las expectativas de cada patrocinador, siendo,dependiendo de la recompensa, motivos muy personales e inéditos.",https://www.kickstarter.com/projects/211859207/the-perseverance-of-color-the-intervention-of-the-0?ref=discovery_category_newest,211859207/the-perseverance-of-color-the-intervention-of-the-0,"Tsu, a painter who works with color, wants the line and graphics to develop a type of work that draws attention to the viewer. In this way it aims to make the small thing big and get into the world of art galleries in the world. All the benefits of this project will be used to that end, to enhance Tsu's work in terms of formats, colors and pictorial motifs, in short, as artistic growth.   Proceeds will be used to continue to purchase materials to continue painting. Each sponsor can choose, according to reward, the motif and color of his work Tsu. Even customize the work with people or pets close to the client.In short Tsu wants to teach the world how to work and express with color and light, a select reason.Tsu, artista pictórico que trabaja el color, quiero que la línea y el grafismo desarrollen un tipo de obra que llame la atención al  espectador. De esta forma  pretende hacer de lo pequeño algo grande e introducirse en el mundo de las Galerías de Arte en el mundo. Todos los beneficios de este proyecto van a ser empleados a ese fin, engrandecer la obra de Tsu en cuanto a formatos, colores y motivos pictóricos, en definitiva, como crecimiento artístico. Los ingresos serán empleados en seguir comprando materiales para seguir pintando. Cada patrocinador podrá elegir, según recompensa, el motivo y el color de su obra Tsu. Incluso personalizar la obra con personas o mascotas cercanas al cliente.                        En definitiva Tsu quiere enseñar al mundo su forma de trabajar y expresar con color y luz, un motivo selecto. ","As an artist I am prepared with a great work base already realized, as you can observe. This implies a full confidence in the development of the project in terms of delivery and pictorial results.       All this, and following the process of creation, Tsu will continue to perform work regarding the expectations of each sponsor, being, depending on the reward, very personal and unpublished reasons.TSUComo artista estoy preparado con una gran base de obra ya realizada, como podéis observar. Ello conlleva una confianza plena en el desarrollo del proyecto en cuanto a entrega y resultado pictórico. Todo ello, y siguiendo con el proceso de creación, Tsu seguirá realizando obra con respecto a las expectativas de cada patrocinador, siendo,dependiendo de la recompensa, motivos muy personales e inéditos."
https://www.kickstarter.com/projects/jinxdgoods/magic-the-gathering-art-necklaces?ref=discovery_category_newest,jinxdgoods/magic-the-gathering-art-necklaces,"I'm starting my own gaming accessory business, JiNXDGoods, and I'm starting with necklaces.I have been making jewelry for about 5 years. My boyfriend and I both play Magic: the Gathering. MtG is known not only for it's great game play, but also it's art. Artists are selected for this cards, making the cards come to life, many of which are beautiful, and I couldn't resist making them into something more.Help me live my dream of owning my own business, by designing necklaces, and other great items for gamers, all over the place.Thank you so much <3","Risk before hand: getting there. having people that want to purchase. getting the business out there. Risk after: if this takes off and goes crazy, I'm a single person making all these necklaces which could end in long production times.",https://www.kickstarter.com/projects/jinxdgoods/geek-fandom-necklaces?ref=discovery_category_newest,jinxdgoods/geek-fandom-necklaces,"I started making these because I wanted to wear them, then friends wanted them, and then someone suggested I put them on the internet.I have a love of art, jewelry and all things geek. If I can raise the money for the items, I might be able start going to events and getting even more out there. I can only look towards the future and hope for the best.","After reaching my goal, I will be able to order the supplies on a larger scale than 10 at a time. Depending on shipping times, I will be hoping to have them all done and mailed out by April. Assuming they don't lose my supplies, I will be hoping to cater to every group of people, from MTG to DND, Doctor Who to Harry Potter, Marvel vs DC, Mario to Assassin's Creed, and everything in between.The biggest risk is not getting there. Not being able to do something I love and give people what they like."
https://www.kickstarter.com/projects/654080499/photobead?ref=discovery_category_newest,654080499/photobead,"Over the last few years, I have taught myself the art of glass bead making. One afternoon, two years ago, I realised that it may be possible to encase images inside the glass. At first, only black and white lettering was achievable.I had to find a method that would allow me to use colour images. After immense trial, error, heartbreak, blood and burns I finally achieved this.I nowneed to raise funds to enable me to bump up the quality a touch and help boost production. This will be achieved with extra tooling, upgrading the tools I already have and bulk buying the materials I use.To my knowledge, I'm the only person on the planet who can make these beads. There's dedicated production methods in place, some of which could be carried out by hiring staff at a later date (Only if the beads become a success, of course.).Your pledge will help me to turn my hobby into a (hopefully) thriving business. My goal is to be able to keep making these beads in the UK. It would be all too easy to get them mass produced elsewhere, but your pledges will enable me to better any outsourced price. With two people making these beads, it's possible to make three times as many. With this in mind, should orders reach a certain level, I pledge to employ and train someone from the dole que. If you choose to pledge and the project reaches it's goal, I shall send you the details of how to get the pictures to me for your photobead. The beads themselves have a hole size of 4.5mm and will fit on most brands of charm bracelet. Alternatively, they can be threaded onto a leather thong or ribbon.Apologies for the crudeness of this presentation - I am a Kickstarter virgin :)","From start to finish, the process of making one of these beads takes around 24hrs. The biggest challenge is getting it right first time. Any flaws are not apparent until the bead is finished. Due to strict production methods I have in place, most problems have been ironed out.",https://www.kickstarter.com/projects/654080499/the-bead-machine?ref=discovery_category_newest,654080499/the-bead-machine,"Welcome to my project.Where I wasI've been making beads for the last four years or so. Prior to that, my partner and I had a small online jewelry business specializing in charm beads. We were doing reasonably okay until lots of others started jumping on the band wagon. To counter this, I decided to approach some manufacturers in the far east with some of my own designs for beads (Which incidentally is where most of the major branded charm beads are also made). Doing this involved buying 1000 beads of the same design at the same time though. I went ahead with the idea all the same but it proved to be the wrong decision. The quality was there but the manufacturers didn't quite convey the ideas to my expectations. I got stuck with a lot of stock that I struggled to sell for a profit. After that, the business went downhill along with my relationship.With what was left over, I acquired some basic bead making equipment and set about teaching myself a new skill. I had managed to turn my business into a hobby! It was slow at first and I struggled to fit it in with working full time. By the time I managed to upgrade the equipment, my skills were starting to improve. I was managing to control the glass more and some artistic flare began to creep in. It wasn't too long before I was even making little glass animal charm beads. As soon as I was able to control the size of the beads I was making, it became possible to make full-on ""set pieces"" (as I lovingly call them now) and have something other than the charm beads under my belt. With this in mind, I set about creating a style of jewelry that I could use as my own canvas. I have a drawer full of prototypes that are wrong for all manner of reasons. Going back to the charm beads though - out came Photobead.Where I amI now have a style of jewelry that ticks all the boxes for me as an artist and a designer. It looks stunning and is durable too. In my opinion, it will always look good and last more than a lifetime. It's essentially rubber, stainless steel and toughened glass - now my materials of choice.There's an infinite range of designs that can be applied to this style -a style that can bridge tastes.Even the simplest of designs look stunning.Well I say simplest, but don't forget that every bead is individually made.I still like to make charm beads. It's all still the same equipment I need to use and they are ever popular. I just try to make something a little different,I do occasionally break away from the animals still.It's a pleasure to make these beads and constantly come up with fresh ideas. However, one particular bead really managed to strain my imagination. It was a quest to create the bead that everyone with a charm bracelet would want. It had to be something truly personal. I figured there had to be a way to get a photograph inside a glass bead. With a huge amount of blood, sweat, burns, tears and patience I finally cracked it.Photobead was born. You wouldn't believe the amount effort that goes into one tiny bead but I now have the production methods in place (very strange they are too).The Idea is to either have two images per bead or one image and a short message on the reverse.These beads are also shockproof and waterproof. Small flaws and tiny air bubbles are sometimes apparent but unlike metal charm with photos laminated onto them, Photobead will retain it's quality for years.So at the moment, I have three separate lines that can transform my hobby back into a viable business with vast potential.Where I'm goingI'm now in a position where I can take on customer requests. With the ""set pieces"" range, a customer can ask for specific colours and patterns (spotty, stripey, swirly etc) on the main beads, then I can transform them into a bespoke piece of jewelry. The same applies to the individual charm beads and the Photobeads speak for them selves.Why do I need funding?I need to take the quality up to the next level. All the charm beads and Photobeads currently only come with silver plated inserts. I desperately need the tooling and raw materials to be able to use sterling silver tubular inserts inside the beads. This is where the vast majority of the funding will go. The rest will go towards broadening the range of colours of glass I use.Thanks for looking and if this campaign doesn't appeal to you, please try and share it with someone who may be interested. Check out my Facebook page for my latest workhttps://www.facebook.com/thebeadmachine",The biggest challenge I face is getting the job done right first time. That's life all over.
https://www.kickstarter.com/projects/juliettefarrell/keys-of-love-physical-cd-and-project-promotion?ref=discovery_category_newest,juliettefarrell/keys-of-love-physical-cd-and-project-promotion,"I have released my album Keys of love after completely Independently funding the recording, and working with a talented group of producers and Video producers. The video shows the single Love me and my hair which is the first single released from the Album, and second video , Summerday, both produced by Herb Middleton.You can listen here to the digital albumhttp://www.amazon.co.uk/Keys-of-Love/dp/B008U6V34S/ref=sr_1_2?ie=UTF8&qid=1350080890&sr=8-2In order that the album is a success, The following remains to be completed and/or paid for in order to release the Physical copy of the album      artwork creation £200      mixing mastering £500       manufacturing of CD & LP and( 2 x singles to Vinyl subject to funds raised ) £3,000      promotion/advertisingpublic relations £3,000 (5 weeks - 2 singles)We estimate this to be £7,000 , but ideally the more we raise the bigger the radio campaign for the album .The promo to radio is £600 per month via a recognised act plugger who has supported acts to mainstream radio.The manufacture is for a 8 page colour CD press 2,000 copies minimum (depending on budget raised) and 500 vinyl to encourage DJ coverageWe have invested in our own Touring equipment (full PA) and have began UK tour dates to support the release of the single and album (independently) Album Keys of love Released on the 14th August 2012.We have already had the video of first single Love me and my Hair released to Vevo, and it gained over 50,000 hits in a week.We thank you very much for your support of this project and are humbled if you feel to support our Art! xxxx","The risks are that we don't raise enough to gain a significant press of product, both for promotion and for sale. Also, we need the radio to pick up on the album, the single did already gain coverage from mainstream radio, we are hoping the album follows suit. Launching to TV is more difficult, we have two videos completed. This project does not include video production on any of the other singles.",https://www.kickstarter.com/projects/juliettefarrell/chosen-gospel-single-make-me-a-believer?ref=discovery_category_newest,juliettefarrell/chosen-gospel-single-make-me-a-believer,"You can listen to Make be a believer here:This project is to raise funds for our Single Make me a believer to be released digitally in August, but we need to take it to physical distribution and radio promotion ! Funding this special edition will help us break through to radio.Previously I have successfully released my album Keys of love after completely Independently funding the recording, and working with a talented group of producers and Video producers. Chosen have the same network of wonderful artists, including video production and Producers.BBC Introducing have also been very supportive of myself and Chosen.We are looking at pressing 300 copies to 4 page print, Jewel case,Price for this pre release physical distribution is £450We have the prices and distributor ready to release our music, we only need the production costs for physical CD.We have invested in our own Touring equipment (full PA) and have begun tour dates to support the release of the single and forthcoming albumWe have had UK and US radio play independently and hope that getting the single pressed will help with our promotional activities!You can help us get this message out to the masses.Make me a believer is a call to faith, encouraging those who don't have a belief to find Jesus!We thank you very much for your support of this project and are humbled if you feel to support our Art! xxxxhere are some clips of us singing","We have recorded the single, now its time for the world to hear the positive message .  .  . Nothing can hold this project back!Once we have the project money we are relying on the Radio for support, we know radio support is an expensive business, but we believe with our contacts we can get the coverage! We thank you for your vision in Chosen xx"
