urla,urlA,story_urlA,risk_urlA,urlb,urlB,story_urlB,risk_urlB
https://www.kickstarter.com/projects/1660456339/bottleneck-beach?ref=discovery_category_newest,1660456339/bottleneck-beach,"FREDDY, JASON, MICHAEL. These names are synonymous with with Slasher Horror. Classic icons of a genre that have stood the test of time. Today there are many modern slashers rising up to challenge for the thorn, like Victor Crowley, and Chrome Skull. New Slasher icons preparing to carry the genre for the next twenty-years. Though one most wonder where are the ladies in all this? Why are there no female slasher icons? This is a question we began asking ourselves over a year ago. Of course there are women in horror, some pretty evil and frighten ones too, but none that truly fit the slasher archetype, until now that is. The story follows six friends on a tubing trip through the back bays of New Jersey when they stumble across a small secluded island. Despite the warnings of an old fisherman the friends decide to let curiosity get the best of them and check it out. We’re sure you can figure out where it goes from there.WHAT IS A SLASHER?When I think of Slashers I think of seemingly supernatural beings that are practically  impervious to pain. A killing machine trapped somewhere between life and death, created by some sort of tragic event in their past. They are fueled by hate and revenge.Slashers can not die.Not truly anyway. They may lie dormant for a period of time but they are never truly dead. They can be shot, stabbed, electrocuted, burned, drowned, covered in toxic waste, but it doesn't matter. Somehow they always get back up.The Glass Girl is a Slasher in this sense.WHAT SETS BOTTLENECK BEACH APART FROM OTHER SLASHER FILMS?Character. Bottleneck Beach is a very character driven film. In many Slasher movies, especially more modern ones the characters are little more than extreme kills waiting to happen. As audience we don't care much about who lives or dies, as long as there is a lot of gore involved.Now Bottleneck Beach will have plenty of that over the top gore that Slasher fans love, but it will also have characters you want to see survive. These aren't just one dimensional characters waiting to have their heads lopped off. These aren't real people, with dreams, and desires, who have found themselves in real danger. The development of these characters is one thing that helps set Bottleneck Beach apart from other modern Slasher films. In early 2012 pre-production began on Bottleneck Beach, and the problems began almost immediately after. Creative differences between the producer and the director lead to the original director leaving the project forcing the the start date to be pushed back, causing a scheduling conflict with one of the actors.Finally in July 0f 2012 filming was set to begin, and would have if not for an issue with the filming location. A local retirement home close to the beach where filming was taking place had issues with the movies content and the city decided that to keep the residents happy we would no longer be able to use their beach. This set back was the straw that broke the camel's back as it were and the producer pulled out leaving Bottleneck Beach dead in the water....We know this is a long shot but this is a project we believe in, it's a story we'd love to tell, and an idea we hope could be franchisable.With your help we hope to create a fun enjoyable Horror movie with lots of scares, and laughs. Oh and of course a lot of gore.WHO WE ARE We are a group of Atlantic City based performers and artist with a deep love for creating and entertaining.Bottleneck Beach was written by Atlantic City based Comedian Chris Librizzi after noticing a shortage of female slasher icons. Chris' dark and twisted sense of humor has gained him a small following in the South Jersey and Philadelphia Comedy Scene, but Chris' heart truly belongs ripped out of his chest and splatter all over the horror genre.The Film is set to star Dupree Lee another Atlantic City comedian who has made quite a name for himself on the East Cost, performing at such clubs as Helium comedy club in Philadelphia, Comedy Stop AC and Borgata Comedy Club.Also from the original cast Atlantic City Slam poet and performance artist Keith Egan.",Many of the same challenges are still there. From finding new locations to re-casting some parts (some of the original cast has expressed interest in coming back) To assembling the crew and getting the proper equipment.,https://www.kickstarter.com/projects/1660456339/the-clucking-truth?ref=discovery_category_newest,1660456339/the-clucking-truth,"In 2013 with the help of filmmaker MB McClain, Chris Librizzi asked the question""Why did the chicken cross the road?""Now he intends to answer it.Little to nothing is known about this Chicken, it has managed to stay off the radar since 2001 but now with your help we can flush this fowl and finally bring the truth to light. It is time we as a nation pull together and get the answers we rightfully deserve.At great personal risk Chris Librizzi plans to document his journey to find the truth behind the Chicken that crossed the road that faithful September morning.OKAY SO HERE IS THE DEAL FOR REALAtlantic City based stand-up comedian Chris Librizzi and performance artist Keith Egan are joining forces to make a strange and dark mockumentary. Expanding on the idea presented in the video above. We have the crew, the script, just about everything we need to go, except the funds to actually go.And that is, (hopefully) where you come in.With your generous donation we'll be able to fuel up, rest up, and eat up, while out on the road filming what very well could be the most elaborate version of the classic ""Chicken crosses the road"" joke.",Besides the obvious dangers of trying to uncover one of America's darkest secrets?
https://www.kickstarter.com/projects/erenbereket/game-of-thrones-houses-poster-set?ref=discovery_category_newest,erenbereket/game-of-thrones-houses-poster-set,PRINT SPECIFITIONS 300 gsm Photo PaperHigh ResolutionA4 (21x30cm) or 8 x 10 inches.50cm x 70 cm or 18 x 24 inches.*Worldwide free-shipping included.,"- All of posters are carefully packed.- There is a small chance like %1.5 to get your package damaged or not recieving theproduct at all. If you are in that percentage, we are willing to ship the product withinadditional gift. It'll be free-shipping aswell.- We will do everything possible to keep this project on track, to be sureproduct is shipped in time for the holidays.- We have worked closely with our suppliers to generate manageable and realisticdeadlines.",https://www.kickstarter.com/projects/erenbereket/harry-potter-spell-list-infographic-poster?ref=discovery_category_newest,erenbereket/harry-potter-spell-list-infographic-poster,"My name is Eren, and I'm a graphic designer. This project is about paying tribute to HP movies.  I began to take time to reflect on what made them so memorable , so I picked up few of them.ABOUT PRINTSThe print will include the spells ; Accio , Alohamora , Apare Cium , Avis , Avifors , Avada Kedavra , Con Fundus , Conjunc Tivitis , Crucio , Deletrius , Densau Geo , Diffindo , Dissen Dium , Engor Gio , Enner Vate , Expecto Patronum , Expelliarmus , Perula , Furnuculua , Furnunculas , Homorphus , Immobulus , Imperio , Impervius , Incendio , Legilimens , Locomotor Mortis , Lumos , Mobili Arbus , Mosmorde , Nox , Obliviate , Orchi Deous , Petrificus Totalus , Point Me , Priori Incantato , Protego , Quietus , Reducio , Reducto , Relashio , Repairo , Rictum Sempra , Riddikulus , Scruge , Serpen Sortia , Stupefy , Taran Tallegra , Waddi Wasi , Wingardium LeviosaI want to kickstart the project so I can use finest materials and I can quicken printing process. My intention is creating prints which reminding us beautiful memories we have.If you can not find what you are looking for about HP movies. Just send a message.","- All of posters are carefully packed.- There is a small chance like %1.5 to get your package damaged or not recieving the product at all. If you are in that percentage, we are willing to ship the product within additional gift. It'll be free-shipping aswell.- We will do everything possible to keep this project on track, to be sureproduct is shipped in time for the holidays.- We have worked closely with our suppliers to generate manageable and realistic deadlines."
https://www.kickstarter.com/projects/1151856466/cryostasis?ref=discovery_category_newest,1151856466/cryostasis,"Sagittarius is the new single just recorded with my band: Cryostasis. Cryostasis consists of me (Ezra Crittenden) and my good friend Travis Hahn.We write,play, and record ALL instruments and love it that way. We love music and we love making people happy which is a big part of our mission.Here's what your funding:More music. Sagittarius is only the beginning. We have loads and loads of material that must be record so we can have the pleasure of releasing our debut album to you all!Film. We heavily intend on creating a visual component for Sagittarius. We are currently partnering with Five Knights Productions on creating a visual component (short film) for Sagittarius to complete the package we had in mind when we wrote it.Tour. Of coarse we will put ij all of our efforts to see you all and do everything we can to take our music all over the world to share with all of our wonderful fans.It is hard for uo coming bands. It's a struggle but we love it. We have big plans and big ideas and we're gonna need all the help we can get to put our creativity to good use to make the difference we've dreamed about.So... Let's do it!","We have deticated our lives to everything we do. We do not touch any project, any film, any song without the knowledge that we believe in it 100 percent. We know what we're doing. We are artist's but we're also buisness men and we can promise you; nothing matters more than doing all the necessary work to get closer to you, the fans.",https://www.kickstarter.com/projects/1151856466/cryostasis-part-2?ref=discovery_category_newest,1151856466/cryostasis-part-2,"Dear Fans,After working hard at our last project (see previous project), sadly we have not yet met our goal, but hell would have to freeze over to stop us from reaching the fans and making Cryostasis all that it is meant to be and more! (See updates to hear the new single)We have callobrated our fees and have set a budget for our debut album, which is what we will pledge 100 percent of our funds to.Each backer shall also recieve a FREE copy of the CD, if we reach our goal.We have been writing hard and pushing our boundries of creativity for you to get the best and see the true potential of what we hope to do with the help of pur wonderful backers.So please, come for the ride and be a part of an amazing adventure as we explore our new levels of creativity.Sincerely,Ezra, TravisCryostasis","Our only challenge is reaching out to the world, to stretch out our message as far as we can with our music. The recording of our new album is what 100 percent of your funds will go to, we're in this together!"
https://www.kickstarter.com/projects/1222593459/k-franklin-custom-guitars?ref=discovery_category_newest,1222593459/k-franklin-custom-guitars,"Usually when I tell people I enjoy building and painting guitars the first question they ask is why? Am I trying to reinvent the modern electric guitar or improve the weaknesses of other companies? The answer is complicated but can be summarized as no.I hold nothing against any of the major brands currently available. In fact, their size is their strength in that they have the resources to make affordable instruments in large numbers, something that is not possible for a small operation like myself. But I was always a bit fussy and was never completely satisfied with an off-the-rack guitar. Something is always wrong and I always end up changing so much that it was more trouble than it was worth. And the custom jobs that would have made me happy? That is where the giants stumble. It is easy for those companies to make one-thousand $200 guitars; much more difficult to make one custom guitar. That is why asking for something unique is really, REALLY expensive.So to summarize... they have the low-cost advantage; I have the custom option advantage.What is currently holding me back is a lack of tools. I've been moving slowly because I don't have all the tools I need. I'm not lacking a lot, but enough to keep me moving at a snail's pace. With a little help and a lot of work I can start making one-of-a-kind guitars that people will love.","Selling what I make is a huge challenge. I can make as many guitars as I want but I will have to let some of them go when they are finished.In all seriousness, sales is something that I'm still working through. I've sold through websites like eBay and Etsy but those are slow and unpredictable. I'm not surprised by this. Many people are leery of buying any musical instrument online. What if you receive the instrument and hate it? It is always more safe to go to a store and play it first. This is even more true when it comes to an unknown brand.In the coming months I am going to begin looking for a few locally owned shops to discuss selling what I make (I already have a few in mind). I will probably begin by selling on consignment. As I move forward I might branch out and look for shops further away, maybe even search online for shops at great distances from myself.",https://www.kickstarter.com/projects/1222593459/buffalo-grove-handcrafted-pens?ref=discovery_category_newest,1222593459/buffalo-grove-handcrafted-pens,"I started making these pens because of my guitar building. To build an electric guitar body you start with a ""body blank"" which is usually around 20"" x 14"" x 2"". Immediately you make a rough cut of the shape you want to remove at least 30% of that wood. I quickly started getting an inventory of various hardwood ""scraps"". I couldn't bring myself to throw it all out. It wasn't immediately needed but was still a valuable raw material. What should I do with this?Thinking about this problem I remember watching a video of someone turning wood on a lathe to make a pen. I thought, ""I could do that... maybe... probably."" Having that though and a bit of spare wood I bought a few tools. Turns out I can do it. In fact, the process of turning wood is fun, entertaining, rewards, and addictive.The new problem becomes this: I can't indefinitely make pens unless I sell pens. How many different pens does one person need, right? So I'm trying to raise a bit of money to make more pens. I know that doesn't make sense, but it will. On hand I do not have enough inventory to set up a stand at local craft shows and flea markets. With more supplies I could get enough to start selling at events, build a reputation, make more pens, so on, so forth.I'll continue makes guitars as well... they're fun too!","The challenges that I face right now I building momentum to get started. I have the motivation, I have the tools, I enjoy what I am doing, but I don't have the funds necessary to take it beyond my work shop."
https://www.kickstarter.com/projects/beacon-express/the-african-drum-experience?ref=discovery_category_newest,beacon-express/the-african-drum-experience,"The NYS Council on the Arts has awarded me a grant to offer a 12-week program of free African drum workshops to adults and children at two locations in Beacon, NY.The African Drum Experience will open participants to the power of drumming as a means of discovering the joy and happiness that lives in each of us. Drummers will celebrate their hard work, dedication, and new-found skills with a public performance at the Beacon Corn Festival on Sunday, August 9.",There are no serious risks or challenges associated with this project. The City of Beacon Recreation Department is serving as co-sponsor and will provide workshop space and help with publicity.,https://www.kickstarter.com/projects/beacon-express/spreading-the-joy-of-drumming?ref=discovery_category_newest,beacon-express/spreading-the-joy-of-drumming,"The NYS Council on the Arts has awarded me a grant to offer a 12-week program of free African drum workshops to adults and children at two locations in Beacon, NY. The African Drum Experience will open participants to the power of drumming as a means of discovering the joy and happiness that lives in each of us. Drummers will celebrate their hard work, dedication, and new-found skills with a public performance at the Beacon Corn Festival on Sunday, August 9.Your contribution will be used to pay rent and to buy drum for use by students. The drums will then be available for future classes offered through the Beacon Recreation Department.","There are no serious risks or challenges associated with this project. The City of Beacon Recreation Department is serving as co-sponsor and will provide workshop space and help with publicity.We'll send you a copy of ""Kazi Oliver and the African Drum,"" a limited edition CD featuring Kazi and and a baker's dozen of his friends."
https://www.kickstarter.com/projects/digitalpigg/vintage-komics?ref=discovery_category_newest,digitalpigg/vintage-komics,"The App I wish to distribute on all platforms will contain Winsor McCay, George Herriman and other full page comic strips form the early 1900's.Little Nemo in Slumberland, krazy kat, Rarebit Fiend...all at maximum resolution for retina display and even 4k. Zoom to the smallest detail.Also included will be rare animations from krazy kat with newly re-scoredsoundtracks.Lat but not least the app will contain a Candy Crush like game starring krazy kat.View the magnificent full page art, watch films, play games.","I am collecting all the material i would like the app to contain. A version is already for iOS. The only real obstacle now is funding. Everything is in place to move forward. With additional funds, we can purchase further license to distribute more comics.",https://www.kickstarter.com/projects/digitalpigg/anajam?ref=discovery_category_newest,digitalpigg/anajam,AnaJam is a game to help learn anagrams.Let the Hip Hop Dinosaurs guide you as you decipher words and phrases.3 levels of difficulty and a great learning tool!Proven effective in engaging students and raising their vocabulary.We want to bring this game to the iOS and android platform for worldwide distribution to educational institutes. We want to offer the game free and your donations will let that happen!,The risk is minimal. The challenges are those of creating a engaging game that will teach. We have taken this project to classrooms and it has proven successful. The next challenge is making it work seamlessly and give maximum attention to education and entertaining the student.
https://www.kickstarter.com/projects/1491416505/touch-millions-with-a-message-in-a-bag-what-will-y?ref=discovery_category_newest,1491416505/touch-millions-with-a-message-in-a-bag-what-will-y,"Hi, we're Bart and Judy Greenhut.In 2006 Judy and I began selling our home-made chocolate chip cookies in farmer's markets around LA.Our chocolate chip cookies are the home-baked cookies many people crave. Buttery, crunchy little bites of happiness!In 2006, wesold our house and purchased a 90 foot tunnel oven.Then, for the following 18 months, we lived in our bus in the parking lot of our bakery and baked cookies!Our cookies are sold in over 300 stores in LA and online everywhere.Our cookies are alsoour means of passing along wisdom in a more personal, important, way than anyone could ever do on Twitter or Facebook.Cookie Karma is how we connect journalism, synchronicity and delightful cookies to change the world!The back-storyTotally aside from the miracle of Judy and me meeting, in 2006 we had a 350 disk CD player set on random play! From that time forward, Leonard Cohen, Spanky and Our Gang, Harry Nilsson, Freddie Mercury, Willie Nelson, Johnny Cash, Patsy Cline, Kanye West, Eminem, and about 100 other connected souls, collaborated with each other to teach us the power of synchronicity and by doing so, became the inspiration for ""Cookie Karma"".We began gathering bits of wisdom contributed by our customers. Verses passed down from a grandmother, profound quotes, even one-liners written by customers like, ""A balanced diet is a cookie in each hand!"" or ""Life's too short to eat bad cookies!""Then we began printing them on little fortune-cookie-like papers that we drop into every bag of our cookies!They becam like thousands of ""messages in a bottle"" and amazingly over the last 6 months we've sent over 200,000 messages into the universe, over 400 different ""messages in a bag"" that connect the sender and receiver in a unique and intimate way. We believe it's changing the world.Cookie Karma's represents the purity of intention of every contributor.Amazingly, many people receive the message they need at the precise time they need it. Some people think this is miraculous but, we're not surprised.This Kickstarter Campaign is about Cookie Karma, immortality and YOU!Here’s an example:The results are amazing.The power of your written words and Kickstarter...YOU and our Kickstarter can help us immensely.We seriously need another ""Karma Inserter""to keep up with our noble task -will you become a part of the miracle? Will you assist us in changing the world?If you simply love great chocolate chip cookies, please support this Kickstarter campaign. You'll get great chocolate chip cookies! (regular or our fabulous gluten-free)If you believe in the power of your words, dedicate $50 bucks to our mission along with your words and we'll back you up with IMMORTALITY! (If you can't afford a few bucks you can still contribute words of wisdom just by going to our website and scrolling down the home page to the Cookie Karma link! www.bartsbakery.com)Have agreat day and thank you for taking the time to read this,Bart and Judy Greenhut","Risks and challenges: Virtually every chocolate chip entrepreneur before us has failed and either went defunct or has sold their souls to ""financial interests"" (from Wally ""Famous"" Amos, to Mrs. Field's, to Tate's and on down the line)                                                                                                                                                  Our cookies have a higher purpose. There's little that we cannot overcome. We will not disappoint. Thank you, Bart and Judy Greenhut",https://www.kickstarter.com/projects/1491416505/welcome-to-a-cookie-for-all?ref=discovery_category_newest,1491416505/welcome-to-a-cookie-for-all,"Ever have a bite-sized, made with the best of everything, taste home-made chocolate chip cookie? Probably not, because you probably weren't even around when they existed!Once upon a time, our cookies were made by hippies, who have since gone into becoming the lawyers, investment bankers and the politicians you and I hate! Judy and I are resurrecting the cookies we grew up with from the 1960's.They were everyone's favorites. We owe it to America to bring them back for an encore and if we didn't do it, you may never experience the chocolate chip cookies that you deserve! When those chocolate chip cookies went defunct, America lost something important, and everyone has had to compromise since.We call them a ""regression into the future!” True to the 1960's, our cookies have nothing to do with compromise, or practicality, the fact that they have even come into existence is a certifiable miracle!THE BEST CHOCOLATE CHIP COOKIES IN THE WORLD!®FRESH butter, BELGIAN chocolate, FARM-FRESH, eggs and REAL vanilla! We even hand crack our eggs because we believe the personal touch conveys caring and love.We bake them in-house because contrary to what you hear on SHARK TANK, no co-packer could ever bake the quality that we want. Our cookies are deliciously natural, clean, shipped fresh-baked and never warehoused.Warm them a few seconds in the microwave and they’ll compete, against any Grandma's fresh-baked, scratch-made cookies!Our cookies haveNOTHING IN COMMONwith Chips Ahoy®, Mrs. Field's® or Famous Amos® (all good, I suppose,once upon a time) And our cookies don't use synthesized oils.Our cookies are natural and clean and don't NEED tons of sugar to overcome lower quality ingredients.They're THE BEST DUNKING COOKIES ON EARTH (coffee, milk, wine.) A great (and calorie conscious) desert, a snacking delight and enjoying a mini-ice cream sandwich ""nightcap"" at bedtime, can't be beat!Every order supports Space For Giants, a ""direct action"" charity dedicated to anti-poaching initiatives and securing protected land. CLICK BELOW, we've researched worthwhile charities and in our opinion, they're the best!Oh, and one more thing..PARIS! when you try our cookies, you'll also receive 3 special serial numbers that entitle you to join our elite club of early supporters called ""Just For Fun & Thanks"". And you'll also receive a much better chance than you'd expect to win free a trip to Paris! Read: JUST FOR FUN & THANKS, on our website!""Our cookies are dedicated to everyone who refuses to compromise their ideals for dollars"" -Bart & Judy GreenhutThank you for reading this, have a great rest of your day, we hope you enjoy our cookies! Bart & Judy Greenhut, S. El Monte U.S.A.","The main risk would be us going out of business before you receive your cookies! HIGHLY unlikely, actually, close to impossible. This is not about raising money, our cookies will actually cost you less on Kickstarter than through our website!  You'll be  contributing to the spirit of our venture, and a whole lot more!The main challenges we face short-term are financial simply due to our being self-financed. I question my sanity weekly and Judy says: ""no worries, we've got a cookie karma going, but it's still a hell of a struggle!"" That's just one of the reasons I love that woman."
https://www.kickstarter.com/projects/1609171725/finger-me?ref=discovery_category_newest,1609171725/finger-me,"The funds are mainly going to getting equipment to start filming. Finger Me! is the first sketch we would film after obtaining it. After that there would be many more short films to come. Finger me is a phrase my friends and I throw out randomly. The film will be a short sketch comedy about the reactions we have witnessed, or want to witness, toward the phrase and shirt. We would like to share some of our humor with the world. Which is why if we don't laugh at it, we will not put it in the final cut. Currently finishing touches are being put on the script. After that we wait and see how the Kick Starter goes. If all goes well we will begin filming which might take two or three weeks. Then send it over to our editor where he will put it all together and finally post it onto YouTube. Only when we are proud of it will it be released. With that being said, the release date will hopefully be some time in March. Our team will do our best to release this material on YouTube by the middle of March.","One of the challenges that would be faced would be filming around work schedules. Many of us are still in college, working part time, or holds a steady job. Another may be weather since during the winter in NJ snow becomes an issue. A snow storm would make travel difficult. There is also the question of when the equipment will finally arrive. There are always bumps in every project, but we will do our very best to have this out some time in March.",https://www.kickstarter.com/projects/1609171725/finger-me-0?ref=discovery_category_newest,1609171725/finger-me-0,,"One of the challenges that would be faced would be filming around work schedules. Many of us are still in college, working part time, or holds a steady job. Another may be weather since during the winter in NJ snow becomes an issue. A snow storm would make travel difficult. There is also the question of when the equipment will finally arrive. There are always bumps in every project, but we will do our very best to have this out some time in March."
https://www.kickstarter.com/projects/subwaysounds/subway-sounds-voices-of-the-street?ref=discovery_category_newest,subwaysounds/subway-sounds-voices-of-the-street,"The idea of the Subway Sounds project is to give visibility to the cultural diversity present in the New York subway. It is underground that countless artists from different music segments share their art - and survive it. With the hustle and bustle of everyday life, especially in New York, where everything seems to happen at insane speed, people hardly ever stop to hear stories.“When we have the opportunity to hear real life stories, we get more life.” It was with this thought, after three years living with the crazy rush New York, that I decided to take my camera and record the stories present in Subway Sounds. (Renata Meirelles)With just a camera and a microphone, recordings of the project's 10 episodes took place in New York City were recorded organically, without preproduction, which brought naturalness to the content, showing a lot of musical diversity, and bringing stories of great artists, who still occupy a place where they are invisible by society. Many survive on music, despite invisibility, and manage to realize their dreams with music work.After this long work, I need marketing people to make the project reach the largest number of people. My schedule is to do a 3 month job, releasing every video every 10 days, boosting on social networks, for audiences who need motivating stories.","I believe this project only has benefits, as it only sends a good message to your viewers, and all the value will be reversed in good marketing so that it has the widest possible reach.",https://www.kickstarter.com/projects/subwaysounds/subway-sounds-new-york?ref=discovery_category_newest,subwaysounds/subway-sounds-new-york,"The idea of the Subway Sounds project is to give visibility to the cultural diversity present in the New York subway. It is underground in the city that countless artists from different musical segments share their art - and survive on it. With the hustle and bustle of everyday life, especially in New York, where everything seems to happen at an insane speed, people hardly stop to listen to stories.""When we have the opportunity to hear real life stories, we gain more life"". It was with this thought, after three years of living with the crazy New York rush, that I decided to take my camera and record the stories present in Subway Sounds. (Renata Meirelles)","There is no risk in this project, because we are spreading music, stories, and we are a platform for independent artists, the invisible artists."
https://www.kickstarter.com/projects/1207894074/the-six-minute-planner?ref=discovery_category_newest,1207894074/the-six-minute-planner,"Ever since I started college, I always thought the best time management tool was a regularplanner. I was so wrong once I heard the strategies that the college gave their students. it resembled nothing like a planner. In fact, the only thing good about a planner is that it's less distracting that an online planner. That is why I came up with the Six Minute Journal for the followand for the following reasons.The planner is designed for students by students. Myself and other students learn to prepare for the unexpected ( by not planning at all!) However, with the right tools in the six minute journal, any day can be planned.The way the planner is designed has been from researching the strategies from top business and productivty gurus, college studyy guides, and travelr journalsMinute 1: Decide the best way to plan your dayMinute 2-3: Write all assignments for the week in the To-Do listMinute 4-5: Schedule your open time with assignments based on importanceMinute 6: Calculate spending, weekly goals and long term planningThe Six Minute Planner uses a 5-part system that is for one semester. The format that isn't the usual planning, but keeps track of semester goals, grades, assignments, projects, and weekly progress review.The guide to academic excellence.DailyWeeklyThe $4,000 will go directly to getting the book out of Kickstarter and into mass production of hundreds of students. The breakdown can be seen in the chart below.",Publishing a high volume of books.,https://www.kickstarter.com/projects/1207894074/rubber-duck?ref=discovery_category_newest,1207894074/rubber-duck,"The Weekly workbook by Unhinged Titan was inspired by the 7 Minute Life, Scott Dinsmore, The Self Journal, and many resources from business coaches. The workbook is designed for the everyday person with an attitude of a college student to get things done. It begins with an assessment of your strengths and weaknesses and your style. Followed by a plan created with your long-term goals in mind. Then the workbook gives a structure for implementation using a calendar, notecards, and a pocket journal. The workbook is divided into two parts with optional pages. After reviewing, planning, creating action steps, and implementing the actions the rest is on autopilot as you only need to carry a Rolodex of cards. The book includes an illustrated story of a dragon looking for buried treasure. The book is an alternate to talking to a rubber duck to solve a problem.FULLY INDEPENDENT TWO PIECE BUSINESS ACCOMPLISHMENT TRACKER WORKBOOK, 28 PAGES TOTAL COLLECTOR SLEEVE INSTRUCTIONS NOTECARDS BACKBOARD DONE ONCE WEEKLY QUICK AND EASY TIME MANAGMENT PROGRESS BOOK STRENGTHS FINDER HANDMADE HARDCOVER MULTIPLE COPIESThe workbook is for the people in a rush, and want to maximize their strengths.It'ss for the student with too many notebooks and the workbook is for person who doesn’t want to download another app with ads. It's for people who like to be held accountable. Left brain thinkers and right brain thinkers. For visual thinkers and creative people, and the investment banker. We guarantee results when you use the workbook.Using Adobe InDesign, I created a daily workbook found on Scribd here: https://www.scribd.com/document/340032259/The-Unhinged-Titan-s-Planner?secret_password=EhudXnP0822g4w23PwfG","To be honest, I don't have any risk associated with this project. It's my creative project that I spent months perfecting to get ready for the 2017 holiday season. The cover art will be plain and the artwork inside will be complimenting the page, so not everything on the project is exact but I have traced each page to a cm and is ready for print., The only thing I am doing differently than my last project is including a leather binding that might wear from the book in your pocket. That's why I will try to be accommodated to questions and responsive to any concerns with binding protection."
