urla,urlA,story_urlA,risk_urlA,urlb,urlB,story_urlB,risk_urlB
https://www.kickstarter.com/projects/jacobbear/instruments-of-war-bicycle-playing-cards-deck?ref=discovery_category_newest,jacobbear/instruments-of-war-bicycle-playing-cards-deck,"Cry havoc and let loose the ""Instruments of War""!  Hello, and welcome to my Kickstarter project. My name is Jacob Bear and I draw comics! It’s one of my greatest passions in life. But, despite this great love, I've always wanted to do something that belonged solely to me.  I decided to combine my love of drawing comics with my graphic design skills and thought were better to start than with my own custom deck of playing cards.That’s when this deck, the Instruments of War, was born.  It began based on an original character I drew for the Emerald City Comic Con's ""Monsters & Dames"" Children's Hospital charity book.  Due to the overwhelming popularity of the character, I decided to expand upon the universe the character resides in.  Once I unbridled my imagination, I discovered the possibilities for this universe were endless.As I wanted to ensure you would be getting the best quality possible, I put a lot of time, blood, sweat, and time (yes, I realize I said time twice) into every aspect of these cards.  Because of this desire for quality over quantity, I have already completed all illustrations for this deck and have already received approval by the United States Playing Card Company.  Also something to consider, I will only be printing this deck as a limited run. It will only be available on here or, once all rewards are fulfilled and if there are any left over, you can get them at any comic conventions I attend.  Remember, as supplies are limited, the only way to guarantee a piece of ""Instruments of War"" history is through here.Be sure to peruse the awesome rewards available. In addition to getting your very own deck, I'm also offering an exclusive custom coin, a couple of (and maybe I'm biased) excellent prints, uncut sheets of the deck, and even original artwork.  Considering I do everything digitally, original art from me is a rarity, so be sure to take advantage of this amazing opportunity.As you can tell, I'm quite excited about this deck and am very proud to see it's unique characters come to life, knowing it'll bring smiles to millions (okay, that's a bit of an exaggeration) of peoples’ faces.  Please take a moment to spread the word on this fantastic deck of cards, knowing that any and all support provided will be greatly appreciated. I very humbly say thank you for taking the time to check out my Kickstarter Project.","With everything already done with this deck, the risks should be very low. The real risk will be with the shipping and making sure I have the right pledges going to the right people. But, just as you all have pledged and put your trust in me; I pledge to you, that I will make sure you get everything that you pledged for and to make sure you're getting the best quality possible!",https://www.kickstarter.com/projects/jacobbear/batbear-open-up-and-say-ahh?ref=discovery_category_newest,jacobbear/batbear-open-up-and-say-ahh,"Shortly after Batbear's battle with Superbear, a new menace has arrived. Poison has entered the scene and he is not happy. Wrecking havoc on the city of Portburn, it's up to Batbear to stop Poison and Batbear will need to use everything he's got to take him down. But will it be enough? Find out in Batbear: Open Up and Say Ahh!This is the third issue of Batbear that concludes the current story line. Though you don't need the others to understand what's going on, if you wanted to get the first two issues, I have those available as well. They are in the add on section.This issue of Batbear is actually two years in the making. Having to move and other life changing events has delayed the issue for longer than anticipatedbut, I think it was worth it as this is the best issue yet! It's 28 pages of awesome story and opens up the world of Batbear as well as hinting at where these characters stand in this expanding universe. If you wanted to try Batbear and see what this is about, this is the issue to get.Pretty much everything is done on the book. The funds are primarily needed to pay for printing and shipping costs. This book will be ready to ship by the end of the Kickstarter so you have nothing to lose. And I always deliver!Jacob Bear - (That's me) I have worked as a professional in this industry for a while and have seen my work published in most of the big publishers including DC, Image, Dynamite, Zenescope, and many more. Although I love doing freelance, I also love creating my own characters and developing my own universe.Anthony George - Anthony's talent is growing in leaps and bounds and has an ever impressive growing portfolio. I am lucky and honored to have him color this issue and join the Bear Claw Studios team.Dan Feldmeier - Editor and cover artist for Batbear. Dan is an impressive artist in his own right and is gaining notoriety for his cover work for a variety of clients including Marat Mychaels and Brian Pulido. Dan is also quite the writer and is working on a few future projects for Bear Claw Studios.All items can be signed by Jacob Bear at no extra charge.",There really are no risks. The book is almost complete and will be ready to ship shortly after the Kickstarter is over. And I always deliver! Please feel free to ask me any questions you may have.
https://www.kickstarter.com/projects/450366981/freetouch-to-reduce-contact-with-shared-surfaces?ref=discovery_category_newest,450366981/freetouch-to-reduce-contact-with-shared-surfaces,"COVID-19 is going to be here for a while, and this is forcing us to change some of our habits. An especially hard one is keeping our hands continuously clean in a world full of shared objects, such as keypads, door handles, and computer screens. The FreeTouch was designed by two doctors who saw the need for a device to act as a barrier between our hands and the objects we touch that was simple and light-weight, and that would reduce the number of common objects we have to touch on a daily basis.When we shared our first designs, the response we received was overwhelming! Many people wanted them, and we realized that this is something that would be useful not just in the hospital, but in the general community.We’ve teamed up with the fantastic crew at Raise3D to assemble a room of 3D-printers right here in the US to produce the FreeTouch right now! Time is important- we don't have weeks or months to develop injection molds, and out-sourcing production to another country is not a reliable solution. The PLA printed parts have been heavily tested in the hospital and are up to the task!Cost is also extremely important for us. We want something that everyone can afford and use. The prices listed are estimated direct costs, without profit or salary for us.We plan to release our designs publicly once the Kickstarter is done, and anyone will be free to copy, create, and re-design. In fact, we encourage people to make more!Once the Kickstarter is completed, we'll continue producing the FreeTouch for as long as people want them, and our goal will be the same- an easy-to-use protective product at the lowest possible price.","We've done everything we can to minimize the risk to those investing in this project. We've distributed working prototypes and have received extensive feedback from their use in the hospital environment. We'll always be trying to make things better, but right now we have a design that works and is ready for distribution. In this uncertain economy, unanticipated delays in shipping or production of necessary supplies could delay you receiving your product, and our production is currently limited by the number of 3D-printers we have available. However, we're working directly with Raise3D, who have ensured us that sufficient printers and filament are in-stock and available to meet the anticipated need from this project.",https://www.kickstarter.com/projects/450366981/freetouch?ref=discovery_category_newest,450366981/freetouch,"COVID-19 is going to be here for a while, and this is forcing us to change some of our habits. An especially hard one is keeping our hands continuously clean in a world full of shared objects, such as keypads, door handles, and computer screens. The FreeTouch was designed by two doctors who saw the need for a device to act as a barrier between our hands and the objects we touch that was simple and light-weight, and that would reduce the number of common objects we have to touch on a daily basis.As soon as we make our funding goal, production will begin!When we shared our first designs, the response we received was overwhelming! Many people wanted them, and we realized that this is something that would be useful not just in the hospital, but in the general community.We’ve teamed up with the fantastic crew at Raise3D to assemble a room of 3D-printers right here in the US to produce the FreeTouch right now! Time is important- we don't have weeks or months to develop injection molds, and out-sourcing production to another country is not a reliable solution. The PLA printed parts have been heavily tested in the hospital and are up to the task!Cost is also extremely important for us. We want something that everyone can afford and use. The prices listed are estimated direct costs, without profit or salary for us.We plan to release our designs publicly once the Kickstarter is done, and anyone will be free to copy, create, and re-design. In fact, we encourage people to make more!Once the Kickstarter is completed, we'll continue producing the FreeTouch for as long as people want them, and our goal will be the same- an easy-to-use protective product at the lowest possible price.","We've done everything we can to minimize the risk to those investing in this project. We've distributed working prototypes and have received extensive feedback from their use in the hospital environment. We'll always be trying to make things better, but right now we have a design that works and is ready for distribution. In this uncertain economy, unanticipated delays in shipping or production of necessary supplies could delay you receiving your product, and our production is currently limited by the number of 3D-printers we have available. However, we're working directly with Raise3D, who have ensured us that sufficient printers and filament are in-stock and available to meet the anticipated need from this project."
https://www.kickstarter.com/projects/urbangameing/website-launch-for-a-shop-geared-to-gamers-geeks-a?ref=discovery_category_newest,urbangameing/website-launch-for-a-shop-geared-to-gamers-geeks-a,"Urban Gaming ABXY. The site is built and ready to launch in just a few days.  This has been a lifelong dream of mine. The dream of building something from nothing by myself and watching it grow. I will be launching a E-comm store that only has one focus. Gifts for Gamers Geeks and Nerds.I'm sure your thinking yeah sure that's been done with sites like Gamestop.com, ThinkGeek.com and Thisiswhyimbroke.com. Sure we will be a site pretty much like those, but the small family version. (No Matter How Big We Get) using better technology for our site for a smoother shopping experience from browsing to check out with a sleek modern design that's easy on the eyes. A Great mobile version that works on all devices including iOS and Android. (with plans for an app, Reason 1 for the Kickstart) None of the pop ups that those sites hit you with from advertising from Game Ads or Console ads from big companies, No exit,Bots, No chat Bots. None of the gimmicks. Just good old fashioned American business with good old fashioned family values. Honest, warm personal customer service ( From my 15 years in hospitality management). Only one place that will ask you for your email for our great Newsletter for all the top Gaming news, Great upcoming sales, and eventsWe are building a blog and discussion section where we want our gamers to get in on the action here at Urban Gaming ABXY by leaving comments for us and suggestions live on the page. Game with members of Urban Gaming ABXY on all the platforms where we will be hosting Tournaments from the biggest games all the time. ( REASON 2 FOR THE KICKSTART) Gamer Care packs for the winners featuring the Hottest Newest Products from the site.( and some other big Prizes as we grow) From my time working for an Internet Diesel Engine Store I made some great contacts with Fedex, UPS, and the USPS and have developed Reps with up to 95% mailing discounts meaning 100% FREE Shipping and Handling from our site for our customers. We would like to grow to the point that Famous Youtube Gamers would have a safe secure place to sell their merchandise as well. The main goal of this website launch would be the place to go for all gamers to purchase anything their little (or Big) heart could ever imagine for their gaming needs. With your help on this kickstart you could ensure that we will hit our launch date of August 15th 2017. Thank you for your consideration and please check out the rewards for Backers. This are just a small sample of the products we have lined up with our manufacturing partners for our launch of the site. ","As many know their is no guarantee in business today.  I have spent some time working for an Internet based company that I was lucky enough to learn all the ins and outs associated with an e-com site.  I helped that site grow from an unheard of business to a company that sells close to $100,000 dollars a month.  As a dream of mine to run my own company i have combined career experience with two passions of mine to build my dream.",https://www.kickstarter.com/projects/urbangameing/bros-buds-and-brews?ref=discovery_category_newest,urbangameing/bros-buds-and-brews,Thank you for your support! Without our supporters and backers none of this would be possible. BB&B started out as a small Facebook Group that quickly spread to 1600 Bros all in the Michigan area. The guys are getting together and donating time and work to get the venue ready for the big day and we are so ready to bring you BroBash on September 6th 2020.See our Start on Facebook or check out our Group.,"The whole reason we need the extra support is to get the necessities for a massive party like this one.  We have to pay for Porta Potties, Electric and various expenses.  We have already received massive donations with land and work, entertainment, vendors, and even building a brand new stage for our bands and DJ host.  We just need that lil extra to get us there."
https://www.kickstarter.com/projects/1843587847/new-edinburgh-play?ref=discovery_category_newest,1843587847/new-edinburgh-play,"I'm a massive fan of Edinburgh and the fringe - I've been going every year for 6 years, soaking up the atmosphere, seeing a multitude of shows, stage managing, working front-of-house and while there last year formed the outline for this play. I've taken in what I know and like about the rules of theatre, to play with them in the staging, such as breaking the fourth wall and using some audience participation.The play centres on an evening at couple Matt and Lee's with some of their friends popping in to socialise and drink probably a bit too much too quickly - they soon lose inhibitions with each other and explore some of the common stereotypes of what gay life is, especially in 2014, post gay marriage and in a vein similar to Queer as Folk and Looking.It should be a fun and entertaining evening for all![Video and project blog to follow]","Staging anything in Edinburgh is an expensive business, with accommodation and venue hire high on the list!  Securing enough funding in the next few weeks will dictate that it can actually happen...",https://www.kickstarter.com/projects/1843587847/edfringe-support-what-a-gay-play?ref=discovery_category_newest,1843587847/edfringe-support-what-a-gay-play,"The play centres on an evening at couple Matt and Lee's with some of their friends popping in to socialise and drink probably a bit too much too quickly - they soon lose inhibitions with each other and explore some of the common stereotypes of what gay life is, especially in 2014, post gay marriage and in a vein similar to Queer as Folk and Looking.It should be a fun and entertaining evening for all!Blog at whatagayplay.tumblr.comVideo at http://youtu.be/2bNrU52MeJk","Staging anything in Edinburgh is an expensive business, with accommodation and venue hire high on the list! Add to those biggies already secured, there are mounting rehearsal and marketing costs..."
https://www.kickstarter.com/projects/cheeseminer/strong-soldiers?ref=discovery_category_newest,cheeseminer/strong-soldiers,"Strong Soldiers is a short film which focuses on 4 characters from completely different walks of life. The characters lives are inexplicably brought  together by fate and they must all draw on their own and each other's strengths to survive. The film highlights how strong we can all be when situations arise and brings to light the fact that everyone is fighting their own individual battles.The film was written by Serenade The Stars guitarist Damian Carruthers and the band will be teaming up with Citizens of the world choir to record the soundtrack. You can check them out here https://www.facebook.com/CitizensoftheWorldChoir/Serenade The Stars released their debut single ""she's the one"" which received worldwide radio play on December 2017 - you can have a listen here! - please subscribe to the YouTube channel for updates on upcoming releases and involvement with the film https://youtu.be/YJ2Q_2KK5TkThe band and choir will be working with the awesome guys at Hoffen Studios for the soundtrack - check out their page here https://m.facebook.com/hoffenproductions/This is a completely unique and exciting project for all those involved! We are all extremely excited about working with one another and cannot wait to begin recording and shooting!",The biggest challenge we face is recording a full choir and mixing that with the recorded track! It's very difficult to get a full choir into a recording studio! - we plan to overcome this by recording the song initially at hoffen studios and then bringing a mobile studio off site to capture the choir sections of the song,https://www.kickstarter.com/projects/cheeseminer/the-cheese-miner-on-the-moon?ref=discovery_category_newest,cheeseminer/the-cheese-miner-on-the-moon,"My projectThe Idea for The Cheese Miner On The Moon came to me when I was entertaining my friends children with stories about the moon... as often happens with children the subject moved towards cheese and how much we all loved it! In an attempt to keep the conversation educational AND fun I came up with the idea of a Cheese Miner On The Moon sending the cheese back down to earth for us all to enjoy. It was at that moment a light-bulb went off in my head and I knew that more children would want to hear this story. Four years later, after much love, research and tonnes of imagination... I had a finished book complete with some of the most beautiful art work I have ever seen on a children’s book. The book follows hero Nash, a cheese miner on the moon, who has a chance encounter with a stranger whilst going about his daily mining duties. From that day on the audience is taken on an exciting and epic adventure.. one which the fate of our very own Planet Earth depends on. The story is sure to pique any child’s imagination and, whilst be a thoroughly entertaining read, also carries a strong, and relevant, message about our species consumption of our planets natural resources and how we have to change our habits before we destroy the planet.Whilst be a thoroughly entertaining read, the book also carries a strong message that we cannot continue as a species to consume our planets natural resources at the rate we currently are.We have something for everyone here, schools, businesses, children and parents. Have a look our rewards and treat yourself.","Having never written a book or taken a music lesson... This has proven to be a challenge from day 1! - I have had to learn many new skills and adopt a trial and error process throughout the whole project.So far I have completely self funded this project. Sadly, I have run out of money now and we just need that finally push to launch the book and send it intergalactic!So... Why should you part with your hard earned space bucks and back this project?Well...I believe it is important to support independent projects like this, you never know where the next Roald Dahl or J K Rowling is going to come from! - Not saying that will be me...  but there is some out there I am sure!If I don't raise enough to launch the book then I will have to give up writing and seek alternative employment. Perhaps I will become a chef or taxi driver... Believe me when I tell you that the world is a much safer place without me cooking or driving taxis! It is worth a £5 alone just to prevent a catastrophe there!We are planning to support a number of great causes through the book and want to make a positive difference to the world. Once the book is released to the general public, 20% of the total book price will be donated to great causes. You can be a part of that and help us to make a difference.Last of all, I have poured my heart and soul into this for the last 4 years of my life. It would mean the absolute world to me to get this book out there and take up writing as a full time career. I have made many sacrifices just to get to this stage. It has not been an easy ride but I would not change it for the world! Or Universe for that matter."
https://www.kickstarter.com/projects/2102932397/candora-castles?ref=discovery_category_newest,2102932397/candora-castles,"We want to create a line of exquisitely detailed and painted collectible miniature castles. Our idea is to have several different lines - Sylvanwood ( a line of magical elven and fairy style castles), Shadowmire ( a line of dark, gothic goblin and shadowling castles), Stonehaven ( a line of sturdy, traditional looking human and dwarven style castles), and Shiremeadow ( a line of quaint, rustic hobbit style castles). We also have plans to start a Sunfire and a Snowstorm product line in 2015 ( we already have most of the castles started we just have to finish them out and make the molds).We are negotiating with a local casting facility here in Loveland to start the first production runs, but both the molds and the casting contract is gonna be costly. It looks like we will need around $20,000 to pull it off, and we will be putting up a good bit of our own money to do it, but we still need a little help.Thank you Kickstarters!",,https://www.kickstarter.com/projects/2102932397/the-sculptors-delerium-an-homage-to-hp-lovecraft?ref=discovery_category_newest,2102932397/the-sculptors-delerium-an-homage-to-hp-lovecraft,"We are just a couple of humble sculptors from Loveland CO that happen to Love Lovecraft. We have been in business for over 20 years and already have a 200+ product line of concrete garden sculpture (www.stonecraftarts.com) and a 200+ line of pewter and bronze jewelry (www.shadowstarstudio.com)We want to create a new line of Cthulhu mythos pieces that can be both home and garden sculpture, and wearable art. We are especially excited to do some limited edition bronze pieces, but mold making and foundry costs are expensive! We plan to do several more Lovecraft inspired campaigns in the future, but we need your help to do it!The wall sculptures are all completely outdoor safe. Both concrete and bronze pieces are patinaed and sealed against the elements. Hang outside without fear.We will need to break $5000 or my larger Lovecraft series of seven wall sculptures is likely to be put on a shelf. I appreciate any help in getting the word out about this kickstarter so I can put the time and expense to complete that project.The end is nigh. May the Great Old Ones count us among the worthy when they come to spread their dark mercy across the earth.Ph'nglui mglw'nafh Cthulhu R'lyeh wgah'nagl fhtagn","Truthfully, We don't foresee any real risks or challenges to any sort of production, as we have already been producing for over 20 years; and the only outsourcing we will be doing is the bronze casting which we would have done by a trusted friend with a successful casting business of his own that we have been doing business with for about 5 or 6 years.  Casting in concrete is limited to one or two castings a day/mold.  So we have been casting, and will continue to cast throughout the kickstarter.  They will still need to be finished and packaged.  We just need the financing."
https://www.kickstarter.com/projects/studiosk/monotropolis-9-x-4-x-1-interactive-monolith-based?ref=discovery_category_newest,studiosk/monotropolis-9-x-4-x-1-interactive-monolith-based,"(above is a night rendering of the project as it will be mostl effctive at night. See the Updates section for a day and night version)Why?My intention is to create a sustainable project that will represent a lot of things this year, the end of the first decade of a new millennium. 2001: A Space Odyssey the film came out in 1968 and 2010 in 1982, both bringing a new standard to science fiction. Originally created by Arthur C. Clarke, Kubrick brought the 2001 movie to the screen with a lot of symbolism and hope.It represents a message of peace, but includes the moving forward in the development of the species. 2010 united Russian and Americans in a time of cold war while the monolith itself with the voice of a gentle, but unsuspecting emissary between the monolith and humans.What?Keeping the dimensions of the monolith represented in the film we are building a 9' x 4 ' x 1' black skinned monolith that will sit on a very solid tempered glass mounting to give it a floating effect. On the face of it, will be the eye of the HAL9000* computer from the movie; the protagonist in 2001 but the martyr in 2010. It is this character that will be brought back to life and speaking to people who approach it.Also, a small section in the belly of the monolith will be the source of a projection showing the Star Baby** who will make eye contact with anyone approaching the monolith.It will be controlled by a solid state computer and projection system built into the body of the monolith. Power will be a combination of solar and batteries build into the top and the base of the sculpture.The DramaOnce every 2 hours during reduced light hours mini l.e.d. white lights on the skin of the monolith will all light up and slowly diminish. It will be proceeded with the phrase ""My God, it's full of stars""; another iconic moment from the book and movie.*HAL9000 was a massive computer with a conscience who had conflicting orders in the movie and became the protagonist when the orders he was being given conflicted with the situation. He was represented by a large red eye and a faceplate with his name on it.**Star Baby is a deity like creature that may have been the reincarnation of a major character from 2001 who had a much larger role in the Clarke books than the film. It is an iconic figure from the movie either way as it was featured on the 2010 movie posters.Where?There are many details about this unfolding project on the artist web site art23design.com including plans. Video and additional pictures will be added as the project advances.How?My partner on this project (Tom Walters) and I are working on this project together, but from two distinctively different responsibilities. Scott: the creative who designed the project and proposed it originally. Tom: who brought technology and dimension to its development. It has become a real team project.Scott is building the physical structure and sourcing materials for the sculpture itself; discussing materials options with Tom as a collaborative effort.Tom is making the sculpture smart and making it function with the long term in mind as well as any elements that could affect it.Final assembly will happen at Tom's home in his garage.Funding Even with fund raisers, the money received will be used with a very specific shopping list, then a list of logistical items as the project advances. Hoping to get more than asked for to make this project as strong as possible.1. Reimburse for some of the purchases already made and put on creditMonolith frame, computer, projector2. Purchase the most expensive element needed; the skin of the monolith3. Tempered glass base custom made4. Purchase the rest of the physical items for the base structure too.Additional use if feasible:1. Transportation to Burning man",,https://www.kickstarter.com/projects/studiosk/final-passage-a-spiritual-sculpture?ref=discovery_category_newest,studiosk/final-passage-a-spiritual-sculpture,"Connecting all forms of creation evolved and inspired with the elements that gave them food, energy and faith. It is symbolic of the beginning to life lived and renewal. Imagine the Tree of Life meets the River Styx standing brilliantly in the desert shimmering with 5 branches, each holding a small flame in a tall glass chimney, surrounded by sparkling leaves. Standing 22 feet tall, this beautiful monochromatic tree will shimmer in the glowing light from the 5 flames; one on each limb. (After burning man the flames may be removed and fitted with electrical lighting unless otherwise) The final construction will result in an art piece with a lot of texture and it will use light in a lot of ways to amplify the concept, either by the light generated by the piece itself of from any natural ambient light. The orientation and acoustics of the project is based on a lot of religious and spiritual elements but gives the visitor the ability to take away anything they need from it. Theme of the Project There are a lot of spiritual elements combined in this tree, none of which are primarily from a single religion. Since faith is a rite unto itself the perceived meaning is relevant to the individual experiencing the piece. The tree represents a human connection to nature. In mythology the Tree of Life concept has various origins in cultures all over the world; the start of life, knowledge or even a basic desire to understand where we were coming from. And then for many death represented by the boat is less seen as a finality but a transition into a new life or even a higher plain of existence. The boat in the water represents the Ferry Man who transported the dead to the underworld, but in this case the boat carries one through the arch from the old to the new. One additionally interesting factor for anyone who might make a note of it, though it is not specifically demonstrated in the overall construction, the sculpture maintains all 5 elements of nature; earth, water, air, fire and spirit. ",
https://www.kickstarter.com/projects/kferrara/re-covered-books?ref=discovery_category_newest,kferrara/re-covered-books,"For a project in one of my graphic design classes, we were assigned to redesign the cover of a book. As the project progressed, I began to think about the relationship between people and print, and where it is going in the future due to technology. I am a firm believer that both print and technology hold their own places in our lives. I then took the project as an opportunity to bring book cover/poster design into the present through a minimalistic approach and try to show people that print is not dead, just perhaps a bit out-dated. With your help, I would like to bring these redesigned book titles to a wider range of people.The wallpaper set will feature an iPhone, iPad, and desktop version of each poster in the highest resolution available for each device.The postcard pack will feature a similar graphic as the poster. They will be 4""x6"" and printed on harder cardstock.The posters will be 18"" x 24"" on thicker/higher quality paper appropriate for posters. I have not narrowed down the specifics as of yet but will release the updated information when I find the right combination.The posters below are not in the final stage. Updates will be made available to those who back the project.The money will be spent on production costs and the rewards, including production costs, supplies, and shipping.",,https://www.kickstarter.com/projects/kferrara/the-branding-project-0?ref=discovery_category_newest,kferrara/the-branding-project-0,"As a young graphic designer, I want to build a solid portfolio. I thought I could use my obsession with logos to help me with that while also helping out other people looking for a great logo and maybe a business set. While the project will be hard at times, I also think it's going to be fun. At the end of the project the backer will get an awesome logo representing their name, their company, or anything they can think of.If the project is funded, after it has ended I will contact each backer to find out what they are looking for in their logo so that I can get inspiration and an overall feel. The backer will receive their project in whichever file format they prefer. Once they are finished all of the logos will be displayed on a page of my website www.kateferrara.comand the backer will have the option to link to their site from my site.The project is going to be a lot of fun, but also time consuming. Depending on the number of backers, it could be a lot of time. So the thought behind the funding is that the backer will get an awesome custom logo and optional business set, while I get to build my portfolio.If you want to know more about me or my design style, please check out my website at www.kateferrara.com.",
https://www.kickstarter.com/projects/triz/l-u-p-e-r-c-a-l-s-p-e-l-u-n-c-a-i-n-v-e-r-s-o?ref=discovery_category_newest,triz/l-u-p-e-r-c-a-l-s-p-e-l-u-n-c-a-i-n-v-e-r-s-o,"When yellowed skies drip acid stead of rain, when seas boil and surge under red tides, when the percussion of man's desire has lost resonance with our mother earth, an eruption shall occur...L U P E R C A Lis a project to transform an old advertising trailer, into a mobile platform for art and music. The space will be not-for-profit, open, and public, inverting the typical stationary, interior, and exclusive gallery model. The project destroys the border between art and life, culture will be exposed to nature and vice-versa. E X H I B I T S will travel throughout the streets of Los Angeles for all Angelinos to see, and travel into the harsher mountain and desert regions for performances and music events. The platform is totally flexible and available to artists for all types of media including performance. Preference will be given to artists, musicians, and other curators for the radicality of their forms, heterodoxy of their ideas, and how they thread to the local, global, and future environment. No artists will be privileged or denied because of class, race, age, or sexual orientation.S U B M I S S I O N S will begin as soon November and the first group exhibition will hit the streets in time for L U P E R C A L I A by February 13th, 2020. Guided by the seasons L U P E R C A L will have at least four major exhibitions a year with performances, film, and music peppered in between.D O N O R SS C A L E of the trailer is large. 25 feet long, by 14 feet tall, by 8 feet wide. It was found sitting outdoors for several years, and was almost completely layered with dirt and rust. Since it was purchased in June, continual work has been done cleaning and replacing mechanical elements, stripping old paint, grinding off rust, and reinforcing the metal frame. The painting phase is about to begin, and after that new electronics and lighting needs to be installed. Going further, new tires, a power generator, LED spotlights, a short-throw projector, and a new floor need to be purchased and installed before the February 2020 opening event. Along with helping pay for parking space, your donation will help get all this work done and get L U P E R C A L rolling for early next year...","Your donation will help get the physical, digital, and bureaucratic hurtles inherent to the project cleared by Feb 2020.  Thankyou",https://www.kickstarter.com/projects/triz/l-u-p-e-r-c-a-l-mobile-art-platform?ref=discovery_category_newest,triz/l-u-p-e-r-c-a-l-mobile-art-platform,"L U P E R C A Lis a project to transform an old advertising trailer, into a mobile platform for art and music. The space will be not-for-profit, open, and public, inverting the typical stationary, interior, and exclusive gallery model. The project destroys the border between art and life, culture will be exposed to nature and vice-versa.S I Z E a n d S C O P EThe trailer is large. 25 feet long, by 14 feet tall, and 8 feet wide. Sitting exposed on a dusty hillside for several years, the project has required a complete cleaning, disassembly, refinishing, and replacement of many components. The goal is to have a flexible and clean platform to optimally frame any kind of artwork- be it sculpture, video, or performance. When complete, the trailer will have all new lighting, a new paint job, new floor, color-changing LED spotlights, and a telescoping arm for video projection.X H I B I T Swill travel throughout the streets of Los Angeles for all Angelinos to see, and travel into the harsher mountain and desert regions for performances and music events. The platform is totally flexible and available to artists of all disciplines. The platform will be forward moving and forward thinking. Preference will be given radical forms, heterodox ideas, and issues addressing the local, global, and future environment. No artists will be privileged or denied because of class, race, age, or sexual orientation. Guided by the seasons L U P E R C A L will aim for four major exhibitions a year with performances, film, and music peppered in between.R E W A R D SA N C I E N T i P H O N E A R M O RFor $25... Embrace in your hand the impact of your donation and the sharp potency of possibility to come, and protect your smartphone! Just specify your model and hold a piece of LUPERCAL in your hand ::))I N T O X I C A N T f o r E A R a n d T O N G U EFor $30... Free Pass and free drink for you and a guest to the first L U P E R C A L music event to be announced in the spring.A N C I E N T R E M O T E C O N T R O L E D C E R A M I C(MINI-LUPERCAL)Unbeknownst to archeologists, ancient battery powered, hand-made remote controlled ceramic vessels have been discovered in the L U P E R C A L cave and are available for a low, low price... Each piece is hand made and fired and attached to a fully functional off-road RC vehicle, own a unique piece of LUPERCAL history...((::T H A N K Y O U::))for checking out my project. we are looking forward to seeing you on the streets in Spring 2020. For more info and updates check out www.LUPER.TECH-Troy","Risks and Challenges will be taken with strength, endurance, and 3 points of contact."
https://www.kickstarter.com/projects/1742694206/reality-check-spinning-enamel-necklace-for-lucid-d?ref=discovery_category_newest,1742694206/reality-check-spinning-enamel-necklace-for-lucid-d,"A reality check is a method of deducing whether one is in a dream or in real life. It usually involves an observation of some sort of sensory observation, usually visual. Most induced lucid dreams involve a reality check of some sort. A dream sign is a form of reality check that is more or less unique to the specific dreamer. -LucidWikiThis reality check is a doubled sided spinning necklace, soft enamel with epoxy on a 30 inch long chain. The pendant is 1.5 inches wide.This spinning necklace is meant to be used as a reality check, and aide in Lucid Dreaming. The necklace spins around from an awake side to a dreaming side while being worn. It is easy to get in the habit of checking whether the girl in the necklace is dreaming, and at the same time whether you are actually awake. It can also be used as fidget jewelry.While this can help you lucid dream, it is not guaranteed. Different reality checks work for different people!If the funding reaches $1500, this necklace will also become available as a reward.",The only potential risks are factory delays. Molds and prototypes have been made so they are ready for a bigger production.,https://www.kickstarter.com/projects/1742694206/the-school-of-witchcraft-and-bad-puns-hard-enamel?ref=discovery_category_newest,1742694206/the-school-of-witchcraft-and-bad-puns-hard-enamel,"Hello! I'm Cassie of AishaVoya Creations and I'm here to produce some new Hogwarts house inspired pins!I've already produced over 13 Harry Potter inspired pins, and I'm excited for these new designs.First up is the Gryffindork pin! 2 inch wide hard enamel , double posted with black nickel plating.Second is the Hufflepunk pin. 2 inch wide hard enamel , double posted with black nickel plating.Third is the Slytherwin pin! 2 inch wide hard enamel with glitter, double posted with black nickel plating.Fourth is the Ravenclawesome pin. 2 inch wide hard enamel, double posted with black nickel plating.","At worst, there might be factory delays. I have a good relationship with my factory that guarantees good quality and I have produced more then 20 pin designs."
